USER_ID,ITEM_ID,EVENT_TYPE,TIMESTAMP
u0068,i1078,view,1766787788
u0019,i1087,view,1764913633
u0038,i1097,view,1765866427
u0062,i1015,view,1767176372
u0049,i1037,add_to_cart,1766461499
u0074,i1011,view,1766563301
u0002,i1021,view,1766479549
u0084,i1029,view,1766349902
u0076,i1019,purchase,1765942791
u0031,i1092,view,1766246015
u0052,i1025,view,1764875343
u0014,i1038,view,1765232821
u0064,i1039,view,1765385926
u0035,i1090,view,1766057001
u0008,i1053,view,1765431644
u0019,i1087,add_to_cart,1764689483
u0009,i1053,add_to_cart,1765505538
u0097,i1007,view,1766873054
u0040,i1079,view,1765608673
u0010,i1069,view,1766387169
u0054,i1008,add_to_cart,1765742906
u0082,i1027,add_to_cart,1764607935
u0064,i1002,view,1765574877
u0056,i1004,view,1767112769
u0064,i1056,view,1766578041
u0051,i1055,view,1767161624
u0065,i1042,view,1766137968
u0007,i1049,view,1766011732
u0065,i1023,view,1765449453
u0030,i1054,purchase,1765854018
u0057,i1031,view,1766065766
u0068,i1056,purchase,1765001403
u0035,i1021,add_to_cart,1765885251
u0019,i1027,view,1766220892
u0003,i1033,view,1765994162
u0020,i1070,purchase,1765189480
u0050,i1092,add_to_cart,1767153874
u0040,i1073,add_to_cart,1765180364
u0068,i1027,view,1766584917
u0022,i1051,view,1766552565
u0078,i1036,view,1765826711
u0053,i1097,view,1766187740
u0054,i1035,view,1765725796
u0055,i1097,view,1764622275
u0017,i1009,view,1766792543
u0047,i1063,view,1764665329
u0049,i1067,purchase,1766656279
u0084,i1094,view,1764929631
u0096,i1024,purchase,1765348479
u0063,i1084,add_to_cart,1766875303
u0043,i1085,view,1765231488
u0072,i1079,view,1765310017
u0005,i1078,view,1764910171
u0002,i1096,view,1765575405
u0040,i1076,view,1765977964
u0051,i1035,view,1765045456
u0046,i1011,view,1764978969
u0016,i1073,add_to_cart,1765925646
u0059,i1029,view,1767069808
u0037,i1047,view,1765148831
u0092,i1017,view,1764951624
u0025,i1099,add_to_cart,1764678429
u0058,i1007,add_to_cart,1764674851
u0071,i1099,view,1765269252
u0073,i1041,add_to_cart,1767107812
u0098,i1026,view,1766286076
u0027,i1093,view,1766572389
u0096,i1046,view,1765981785
u0025,i1045,add_to_cart,1765585707
u0019,i1044,view,1766497563
u0024,i1090,view,1766344457
u0042,i1043,view,1764959236
u0055,i1062,add_to_cart,1766835729
u0082,i1009,view,1765070592
u0060,i1026,view,1766605389
u0046,i1073,purchase,1765820849
u0048,i1052,view,1764699134
u0052,i1058,view,1764755297
u0074,i1088,purchase,1764785050
u0051,i1007,view,1765943781
u0099,i1057,view,1765563877
u0002,i1098,view,1764778981
u0031,i1097,view,1766057416
u0098,i1025,view,1764772878
u0049,i1079,add_to_cart,1765120882
u0100,i1089,view,1766911443
u0079,i1064,view,1765188416
u0049,i1022,purchase,1765469569
u0041,i1068,view,1765527609
u0070,i1009,view,1766767141
u0096,i1035,view,1764998798
u0023,i1071,view,1766740920
u0005,i1010,view,1764669258
u0034,i1097,view,1765159340
u0054,i1079,add_to_cart,1766726390
u0005,i1077,view,1765305574
u0068,i1078,purchase,1765790862
u0082,i1053,view,1766792514
u0080,i1091,view,1766232688
u0018,i1062,view,1764689727
u0001,i1038,view,1765677650
u0086,i1044,add_to_cart,1766827885
u0024,i1065,view,1765323349
u0017,i1064,view,1766733270
u0042,i1061,add_to_cart,1766441734
u0035,i1012,add_to_cart,1766846317
u0020,i1094,view,1767179265
u0086,i1092,view,1764691434
u0036,i1035,view,1765973992
u0052,i1062,add_to_cart,1767024744
u0097,i1075,view,1766809214
u0027,i1002,view,1766418208
u0037,i1051,purchase,1766521936
u0078,i1067,view,1765138554
u0029,i1042,view,1765304392
u0041,i1035,add_to_cart,1765518926
u0043,i1090,view,1766397287
u0035,i1041,view,1765336562
u0059,i1023,purchase,1765188500
u0052,i1026,view,1765367671
u0071,i1006,view,1766002701
u0083,i1044,purchase,1764669939
u0098,i1079,view,1765196119
u0017,i1066,view,1766584386
u0020,i1059,view,1765320204
u0094,i1027,view,1766702545
u0047,i1028,view,1764943279
u0065,i1027,add_to_cart,1765750631
u0011,i1061,add_to_cart,1766813838
u0018,i1002,view,1766149984
u0084,i1083,view,1764645209
u0004,i1094,view,1766234712
u0081,i1080,view,1765633648
u0099,i1010,purchase,1766217798
u0057,i1008,add_to_cart,1766345179
u0021,i1001,view,1766782014
u0024,i1001,view,1766270208
u0086,i1025,view,1765785185
u0047,i1079,view,1765915591
u0051,i1036,view,1766302897
u0056,i1084,add_to_cart,1765472225
u0026,i1097,view,1765636475
u0074,i1019,view,1765379590
u0059,i1016,add_to_cart,1765310330
u0065,i1049,view,1766160734
u0077,i1046,view,1765622482
u0012,i1023,purchase,1767126947
u0053,i1012,view,1764813047
u0065,i1004,view,1764841276
u0073,i1020,view,1765058827
u0036,i1018,purchase,1767070571
u0037,i1083,view,1764964619
u0085,i1074,view,1766240762
u0046,i1036,view,1766841744
u0029,i1001,add_to_cart,1765499435
u0094,i1089,view,1766430735
u0051,i1065,add_to_cart,1765653617
u0035,i1021,add_to_cart,1764753495
u0071,i1032,view,1765800776
u0034,i1084,view,1765650567
u0078,i1068,view,1765279941
u0081,i1023,purchase,1765808326
u0024,i1058,view,1766206284
u0018,i1062,view,1764656939
u0078,i1092,add_to_cart,1764873863
u0002,i1078,view,1765163693
u0094,i1041,view,1765217808
u0011,i1091,purchase,1766281802
u0099,i1026,view,1764841004
u0047,i1071,view,1766066275
u0099,i1033,purchase,1766058928
u0044,i1036,add_to_cart,1765766148
u0081,i1073,view,1764948397
u0088,i1081,view,1765657946
u0023,i1071,view,1765984493
u0066,i1048,add_to_cart,1766745162
u0091,i1017,add_to_cart,1765446891
u0061,i1014,view,1766900887
u0047,i1091,view,1765820930
u0031,i1029,view,1765113828
u0095,i1090,view,1765694416
u0083,i1004,view,1766088361
u0096,i1035,view,1767150477
u0076,i1015,purchase,1767187085
u0034,i1069,view,1766999551
u0046,i1066,add_to_cart,1766159607
u0024,i1006,view,1765687695
u0033,i1086,view,1764938840
u0075,i1094,view,1766313799
u0013,i1022,view,1766983227
u0056,i1074,view,1766968250
u0001,i1053,view,1766740624
u0043,i1078,view,1767085511
u0037,i1020,view,1766282387
u0100,i1024,view,1765053953
u0076,i1083,purchase,1766029556
u0007,i1059,view,1766991420
u0077,i1081,view,1766382725
u0076,i1050,purchase,1766409086
u0045,i1006,add_to_cart,1765691207
u0017,i1047,view,1766351973
u0009,i1099,view,1764628367
u0051,i1073,view,1765365847
u0062,i1078,view,1764819609
u0047,i1075,purchase,1766351548
u0088,i1053,view,1767171535
u0059,i1099,view,1766163724
u0098,i1076,view,1766965360
u0007,i1093,purchase,1764907148
u0071,i1085,add_to_cart,1765583265
u0002,i1030,view,1766208415
u0050,i1061,view,1765653126
u0014,i1041,add_to_cart,1766701134
u0097,i1049,add_to_cart,1766577836
u0037,i1091,purchase,1766656005
u0060,i1093,view,1765349323
u0051,i1011,view,1765576419
u0065,i1006,add_to_cart,1764768831
u0019,i1011,view,1765122470
u0011,i1014,view,1765019523
u0100,i1036,view,1765423916
u0055,i1068,add_to_cart,1765268543
u0023,i1036,view,1765662393
u0030,i1030,view,1765174206
u0045,i1091,purchase,1765367568
u0064,i1012,view,1765082860
u0088,i1045,add_to_cart,1766969118
u0075,i1046,view,1766971563
u0013,i1026,view,1764700414
u0041,i1070,add_to_cart,1765740602
u0077,i1077,add_to_cart,1765335503
u0021,i1073,view,1765258322
u0007,i1011,view,1766137874
u0058,i1016,view,1766765986
u0097,i1078,view,1764926842
u0053,i1091,view,1766070294
u0062,i1057,view,1766767166
u0097,i1030,view,1766107045
u0039,i1092,add_to_cart,1764708247
u0014,i1081,view,1765781322
u0022,i1085,add_to_cart,1765165445
u0070,i1088,view,1764682614
u0094,i1036,add_to_cart,1766173094
u0047,i1040,add_to_cart,1767109307
u0034,i1079,purchase,1764845340
u0089,i1087,purchase,1766703485
u0100,i1024,view,1766848077
u0077,i1015,view,1765849025
u0096,i1088,add_to_cart,1765931708
u0007,i1046,add_to_cart,1766557226
u0058,i1083,view,1765972840
u0017,i1036,view,1767051943
u0010,i1059,view,1764700952
u0024,i1079,add_to_cart,1766768296
u0059,i1079,view,1766749253
u0006,i1074,view,1766353543
u0065,i1047,add_to_cart,1766876208
u0064,i1036,view,1765372555
u0015,i1010,view,1766927312
u0094,i1016,view,1764625754
u0094,i1025,add_to_cart,1765333484
u0032,i1064,add_to_cart,1765481874
u0061,i1018,add_to_cart,1766228915
u0044,i1030,view,1767105043
u0023,i1010,view,1765943407
u0008,i1090,view,1766492370
u0043,i1063,purchase,1764878019
u0009,i1027,view,1766780737
u0065,i1017,purchase,1767035208
u0029,i1012,purchase,1765945187
u0057,i1076,view,1765003666
u0006,i1048,view,1767006052
u0090,i1041,add_to_cart,1767142021
u0046,i1027,purchase,1764663151
u0061,i1039,view,1766702586
u0089,i1029,purchase,1765244537
u0029,i1051,view,1765550703
u0034,i1021,view,1766272815
u0088,i1029,view,1765797419
u0033,i1020,view,1766940133
u0042,i1093,view,1767038549
u0078,i1036,view,1765284417
u0083,i1081,view,1765324622
u0030,i1067,view,1766147154
u0026,i1089,add_to_cart,1767086455
u0002,i1016,view,1765320707
u0087,i1063,view,1767195063
u0085,i1067,view,1765288947
u0049,i1059,purchase,1764897092
u0017,i1025,add_to_cart,1766868605
u0020,i1005,view,1766332215
u0043,i1030,view,1766961112
u0084,i1002,view,1765344677
u0061,i1061,view,1765392854
u0043,i1030,purchase,1767144523
u0069,i1029,view,1767143221
u0100,i1082,view,1765878073
u0073,i1022,add_to_cart,1766517211
u0040,i1045,add_to_cart,1767114558
u0076,i1070,view,1766942167
u0015,i1085,view,1765722746
u0049,i1048,view,1765779127
u0082,i1065,view,1766547558
u0067,i1038,view,1765151317
u0018,i1078,purchase,1765539844
u0063,i1023,view,1765618407
u0073,i1057,purchase,1764623698
u0006,i1061,view,1766328692
u0002,i1069,view,1765137342
u0070,i1030,view,1765279203
u0036,i1016,view,1766422850
u0079,i1020,view,1767121411
u0027,i1073,view,1766964346
u0050,i1020,view,1765138326
u0086,i1009,view,1766240977
u0028,i1094,view,1766651664
u0099,i1074,view,1765190014
u0097,i1026,view,1765144039
u0100,i1005,view,1765853785
u0005,i1084,view,1766650310
u0024,i1046,purchase,1766413036
u0034,i1016,view,1765907550
u0032,i1025,view,1766620068
u0047,i1007,view,1765467353
u0030,i1022,view,1766943899
u0041,i1100,view,1765696249
u0074,i1064,add_to_cart,1766086549
u0081,i1004,add_to_cart,1764625399
u0039,i1088,view,1766088354
u0018,i1072,view,1766175747
u0005,i1085,view,1766481329
u0035,i1015,purchase,1766937611
u0097,i1095,add_to_cart,1767025646
u0051,i1096,view,1764727320
u0028,i1055,add_to_cart,1766068181
u0040,i1089,view,1765772709
u0077,i1040,view,1766377345
u0039,i1076,view,1766038963
u0004,i1083,add_to_cart,1766287504
u0035,i1052,purchase,1765380248
u0076,i1050,add_to_cart,1766968038
u0072,i1067,view,1764739285
u0039,i1018,add_to_cart,1766614622
u0097,i1072,add_to_cart,1766477594
u0012,i1061,view,1765440664
u0075,i1100,view,1766854400
u0055,i1074,view,1767014565
u0039,i1008,view,1765236174
u0023,i1063,view,1765739623
u0083,i1038,view,1765694689
u0073,i1095,view,1765753614
u0021,i1005,view,1765658331
u0016,i1005,view,1766639849
u0012,i1066,add_to_cart,1766480752
u0073,i1045,add_to_cart,1765164688
u0002,i1098,purchase,1765735336
u0060,i1035,view,1766160320
u0060,i1088,add_to_cart,1766515998
u0034,i1061,view,1765599702
u0087,i1012,view,1764925706
u0075,i1002,view,1765001555
u0060,i1075,view,1766466712
u0028,i1091,add_to_cart,1766080241
u0049,i1098,view,1766939779
u0035,i1028,add_to_cart,1766339984
u0041,i1065,add_to_cart,1765178526
u0033,i1062,view,1764902117
u0025,i1083,view,1766907880
u0012,i1009,view,1767012285
u0025,i1053,view,1766518710
u0070,i1086,purchase,1765625665
u0010,i1058,purchase,1765643614
u0002,i1098,purchase,1766591467
u0065,i1090,view,1766059324
u0027,i1067,purchase,1766200627
u0080,i1099,view,1766115654
u0074,i1067,view,1766632583
u0041,i1066,view,1764644793
u0026,i1047,view,1766195649
u0064,i1008,view,1766642502
u0038,i1085,view,1765422473
u0016,i1083,view,1766311459
u0036,i1041,view,1764891088
u0023,i1076,purchase,1765199677
u0066,i1020,add_to_cart,1766413675
u0053,i1087,view,1764950153
u0064,i1014,view,1765314937
u0094,i1084,view,1766942974
u0045,i1056,view,1764680362
u0044,i1066,purchase,1765229896
u0060,i1038,view,1765973263
u0041,i1058,view,1766289347
u0023,i1068,add_to_cart,1764709026
u0025,i1033,add_to_cart,1765852027
u0088,i1076,view,1764869577
u0024,i1090,add_to_cart,1766026757
u0068,i1072,view,1767133412
u0024,i1015,add_to_cart,1766491971
u0092,i1070,add_to_cart,1767042257
u0076,i1010,add_to_cart,1766472421
u0039,i1087,view,1765257726
u0089,i1077,add_to_cart,1765169995
u0083,i1026,add_to_cart,1766021100
u0075,i1066,view,1765361384
u0033,i1058,view,1765976996
u0009,i1067,view,1766370188
u0047,i1038,view,1766278533
u0011,i1071,view,1765213339
u0067,i1088,view,1766685219
u0074,i1039,view,1765196098
u0051,i1040,view,1765708865
u0032,i1050,view,1766533610
u0034,i1060,view,1765677029
u0061,i1092,add_to_cart,1767156589
u0100,i1055,view,1767050447
u0071,i1090,add_to_cart,1765774382
u0024,i1075,view,1765590074
u0067,i1084,view,1766773370
u0095,i1071,view,1767159757
u0062,i1087,purchase,1764793404
u0052,i1048,view,1764613339
u0007,i1092,view,1766007004
u0027,i1002,view,1766091149
u0012,i1028,view,1767053089
u0001,i1013,view,1765252381
u0094,i1039,view,1765037005
u0087,i1061,view,1766164581
u0047,i1061,view,1764955067
u0004,i1062,view,1766185736
u0084,i1094,add_to_cart,1766722931
u0045,i1012,view,1766002725
u0030,i1050,add_to_cart,1766998770
u0098,i1023,view,1764844334
u0002,i1081,view,1765650645
u0045,i1079,purchase,1766931232
u0033,i1088,add_to_cart,1766299139
u0089,i1046,view,1765469263
u0012,i1090,view,1765198769
u0078,i1023,purchase,1766549834
u0008,i1050,add_to_cart,1767029820
u0064,i1040,view,1766142649
u0001,i1081,view,1766618271
u0080,i1024,add_to_cart,1765806739
u0015,i1029,view,1766050212
u0039,i1035,view,1765830443
u0027,i1028,view,1764808776
u0053,i1078,view,1765083999
u0062,i1092,view,1766888474
u0019,i1045,view,1765095565
u0021,i1039,view,1765028309
u0004,i1081,view,1765125403
u0055,i1068,view,1766529529
u0011,i1005,view,1765429677
u0019,i1097,view,1764777593
u0084,i1080,add_to_cart,1765282049
u0096,i1062,view,1766715667
u0053,i1009,purchase,1767124022
u0023,i1069,view,1766595561
u0005,i1071,view,1764945440
u0057,i1059,view,1765013809
u0069,i1030,add_to_cart,1767178451
u0001,i1020,view,1766866517
u0010,i1068,add_to_cart,1766627179
u0078,i1064,purchase,1765416908
u0055,i1017,view,1767087691
u0079,i1078,view,1766043541
u0086,i1021,view,1766431481
u0081,i1005,view,1765253835
u0049,i1027,view,1766279804
u0019,i1063,purchase,1766293646
u0077,i1024,view,1765677923
u0046,i1018,view,1767158960
u0031,i1092,view,1765854783
u0028,i1065,view,1764634122
u0067,i1075,view,1766593357
u0006,i1020,view,1767033097
u0003,i1057,view,1765443679
u0044,i1050,view,1765359230
u0044,i1017,purchase,1766572739
u0092,i1067,add_to_cart,1765143792
u0099,i1082,purchase,1765078658
u0040,i1076,purchase,1765508555
u0031,i1080,view,1765058714
u0090,i1044,view,1766359681
u0087,i1077,view,1765264771
u0052,i1018,purchase,1766804221
u0071,i1037,add_to_cart,1765722765
u0091,i1034,add_to_cart,1766786780
u0068,i1057,add_to_cart,1764834965
u0002,i1094,view,1764695471
u0094,i1025,view,1764643258
u0050,i1085,view,1766734567
u0076,i1066,view,1765772931
u0094,i1008,add_to_cart,1764638641
u0074,i1070,view,1765648352
u0027,i1080,view,1766978561
u0099,i1095,view,1765143164
u0008,i1029,view,1767012930
u0028,i1025,view,1767094766
u0007,i1013,view,1765743759
u0075,i1080,add_to_cart,1766015024
u0064,i1043,view,1764958603
u0033,i1025,view,1766791344
u0045,i1076,add_to_cart,1765239973
u0077,i1026,add_to_cart,1764967913
u0063,i1048,view,1766032263
u0047,i1084,view,1765400987
u0085,i1094,view,1765569069
u0061,i1062,view,1765810563
u0099,i1026,view,1764807095
u0022,i1075,view,1766766657
u0073,i1052,view,1766620517
u0097,i1087,view,1766271290
u0039,i1076,view,1764973105
u0089,i1045,purchase,1766981866
u0016,i1045,view,1764680307
u0039,i1032,view,1766647330
u0057,i1020,view,1766283404
u0001,i1085,view,1765102463
u0025,i1047,view,1765615092
u0081,i1068,view,1765634556
u0014,i1028,view,1766734044
u0059,i1031,view,1765950176
u0046,i1012,view,1766691468
u0037,i1003,view,1766683310
u0060,i1022,view,1766233757
u0064,i1099,view,1764894337
u0015,i1054,view,1765157695
u0100,i1021,view,1766994227
u0053,i1010,view,1765348792
u0095,i1034,view,1767162072
u0038,i1064,view,1767131520
u0082,i1092,purchase,1766315258
u0022,i1013,view,1764756741
u0085,i1052,view,1767104342
u0006,i1032,view,1766799811
u0074,i1063,view,1767035863
u0024,i1090,view,1766955073
u0086,i1054,add_to_cart,1767159515
u0045,i1068,add_to_cart,1765892917
u0083,i1055,view,1766828969
u0014,i1036,view,1766514357
u0079,i1065,view,1766438044
u0050,i1043,view,1766074151
u0066,i1078,view,1765461511
u0099,i1069,view,1766512290
u0012,i1024,view,1766238039
u0058,i1091,view,1765710487
u0066,i1025,view,1767075781
u0058,i1056,purchase,1764777161
u0031,i1083,view,1766062871
u0071,i1057,add_to_cart,1766738145
u0015,i1061,view,1767080372
u0035,i1018,add_to_cart,1765804312
u0095,i1089,view,1765260998
u0010,i1076,view,1767034187
u0059,i1035,view,1767084541
u0095,i1038,view,1764772327
u0075,i1024,purchase,1767107583
u0058,i1078,view,1766738579
u0096,i1025,add_to_cart,1765901008
u0088,i1027,view,1767139899
u0071,i1027,view,1766054837
u0076,i1095,view,1765761768
u0023,i1034,add_to_cart,1766213096
u0054,i1066,view,1766596437
u0077,i1095,view,1767150050
u0018,i1092,view,1765060621
u0005,i1014,add_to_cart,1765187971
u0095,i1018,add_to_cart,1765415114
u0057,i1085,view,1766065185
u0021,i1093,add_to_cart,1766970218
u0021,i1092,view,1766868364
u0088,i1014,view,1765417363
u0096,i1076,view,1765595493
u0032,i1003,view,1766356525
u0045,i1002,view,1766269250
u0094,i1036,purchase,1765642176
u0003,i1074,view,1767013633
u0003,i1017,view,1765752319
u0005,i1061,view,1765797392
u0058,i1075,view,1766681569
u0040,i1015,view,1766728243
u0017,i1067,view,1766851069
u0087,i1068,view,1766223447
u0058,i1080,purchase,1764945904
u0062,i1051,view,1765778942
u0024,i1040,view,1766694827
u0029,i1050,view,1765481161
u0099,i1098,view,1764949389
u0019,i1058,view,1767185366
u0097,i1023,view,1765836493
u0086,i1011,view,1766199252
u0004,i1005,purchase,1764849826
u0020,i1031,add_to_cart,1765080180
u0007,i1024,view,1766038635
u0092,i1003,view,1766167116
u0007,i1009,add_to_cart,1765993334
u0031,i1037,view,1766849181
u0039,i1081,view,1765711623
u0076,i1016,view,1765787568
u0055,i1046,add_to_cart,1765334316
u0003,i1009,add_to_cart,1765868476
u0008,i1072,view,1766494537
u0023,i1062,view,1766307519
u0058,i1072,view,1764747062
u0054,i1076,add_to_cart,1765523186
u0091,i1054,view,1766771904
u0090,i1041,add_to_cart,1764707780
u0070,i1006,view,1765067251
u0011,i1023,view,1765563869
u0039,i1044,view,1766462695
u0076,i1043,purchase,1765006463
u0022,i1041,add_to_cart,1764857570
u0063,i1080,view,1766337631
u0005,i1091,view,1765263963
u0053,i1029,add_to_cart,1766507308
u0091,i1092,view,1765276516
u0085,i1050,view,1766006833
u0088,i1068,view,1764900336
u0025,i1049,view,1765750878
u0030,i1034,view,1765016469
u0079,i1037,add_to_cart,1766943388
u0072,i1039,purchase,1766076164
u0012,i1012,add_to_cart,1765148330
u0014,i1092,view,1766152036
u0085,i1071,view,1765208468
u0080,i1097,view,1764928366
u0002,i1005,view,1765156719
u0058,i1044,view,1766202170
u0073,i1028,view,1766392150
u0033,i1027,purchase,1766819086
u0041,i1078,view,1765761029
u0078,i1047,add_to_cart,1765932218
u0006,i1018,add_to_cart,1765214176
u0090,i1010,view,1764864277
u0074,i1090,view,1766784113
u0041,i1012,add_to_cart,1766194383
u0034,i1062,view,1764638158
u0048,i1010,view,1764849688
u0043,i1098,view,1764798592
u0042,i1066,view,1764913099
u0079,i1055,add_to_cart,1764854063
u0086,i1005,add_to_cart,1765300591
u0011,i1051,view,1765942396
u0007,i1037,view,1765189237
u0026,i1026,view,1766010465
u0001,i1070,view,1766391334
u0080,i1074,add_to_cart,1765387477
u0084,i1010,purchase,1765621610
u0059,i1011,view,1764613233
u0016,i1075,add_to_cart,1766225186
u0100,i1055,view,1764640891
u0056,i1064,view,1765592994
u0043,i1041,add_to_cart,1765024527
u0077,i1086,view,1765993462
u0020,i1046,purchase,1765659784
u0038,i1079,add_to_cart,1764812326
u0061,i1007,view,1766513002
u0098,i1052,view,1765344943
u0071,i1100,view,1765738185
u0087,i1059,view,1766486113
u0078,i1003,view,1765206532
u0003,i1057,view,1765919645
u0040,i1036,view,1767189483
u0074,i1007,purchase,1766357111
u0053,i1093,purchase,1767036661
u0028,i1072,view,1765411677
u0092,i1069,view,1766598329
u0063,i1030,add_to_cart,1766458421
u0062,i1036,view,1764915212
u0032,i1034,add_to_cart,1765588709
u0014,i1025,view,1765372102
u0008,i1007,add_to_cart,1766243124
u0100,i1096,view,1766425003
u0011,i1092,view,1766139202
u0067,i1082,view,1766366046
u0057,i1024,view,1765395317
u0009,i1066,view,1766443353
u0024,i1042,view,1765838980
u0029,i1054,view,1765828929
u0018,i1056,view,1767121759
u0086,i1031,view,1765094603
u0093,i1074,view,1766234784
u0076,i1010,view,1766311597
u0065,i1046,view,1765445362
u0089,i1013,add_to_cart,1765037497
u0051,i1012,add_to_cart,1765452977
u0017,i1009,view,1766096073
u0002,i1041,view,1765920854
u0037,i1031,purchase,1765339510
u0068,i1043,add_to_cart,1765906185
u0084,i1084,add_to_cart,1765887508
u0083,i1062,view,1764930789
u0031,i1095,add_to_cart,1765733314
u0010,i1002,view,1765693945
u0094,i1083,view,1765816393
u0041,i1006,view,1766751548
u0057,i1082,view,1764660499
u0051,i1094,view,1766938728
u0070,i1012,view,1766860318
u0085,i1030,view,1764726268
u0029,i1017,view,1766316410
u0050,i1001,add_to_cart,1765112858
u0089,i1059,add_to_cart,1766217150
u0011,i1010,add_to_cart,1766989382
u0067,i1008,add_to_cart,1765857867
u0001,i1094,add_to_cart,1766631810
u0082,i1079,view,1765805803
u0004,i1028,purchase,1764837122
u0068,i1001,view,1764841350
u0026,i1053,view,1766616062
u0044,i1095,add_to_cart,1764687520
u0052,i1100,purchase,1765086200
u0050,i1001,view,1765157471
u0096,i1048,purchase,1766247502
u0060,i1086,view,1766557230
u0064,i1010,view,1764922181
u0017,i1092,view,1765987896
u0004,i1074,view,1765481491
u0030,i1043,view,1764926486
u0095,i1002,add_to_cart,1765363938
u0078,i1060,view,1765510058
u0069,i1029,add_to_cart,1765695804
u0030,i1097,view,1766358302
u0038,i1097,view,1765737487
u0078,i1004,view,1766404910
u0007,i1098,view,1766733950
u0098,i1079,add_to_cart,1765286702
u0063,i1009,view,1766947656
u0024,i1049,view,1765727947
u0060,i1015,view,1765760307
u0026,i1037,view,1766222066
u0065,i1079,view,1766388658
u0042,i1044,add_to_cart,1764624868
u0086,i1001,view,1766742429
u0067,i1038,view,1765913594
u0063,i1066,view,1766801588
u0090,i1012,add_to_cart,1764982191
u0041,i1008,view,1765014147
u0019,i1064,view,1765190883
u0007,i1084,view,1765162814
u0010,i1081,purchase,1765555946
